Time,Life,SOC,slave_num,sum_volt,extsum_volt,current,avg_current,max_volt,max_volt_no,min_volt,min_volt_no,max_t,max_temp_no,min_t,min_temp_no,Bat_ErrCode,BatSYS_ErrCode,HD_ErrCode,Other_ErrCode,Total_in_AH,Total_out_AH,LifeA,sum_voltA,sum_currA,max_voltA,max_volt_noA,min_voltA,min_volt_noA,max_tA,max_temp_noA,min_tA,min_temp_noA,diff_VA,diff_TA,ErrorFlagA,BalanceA,sla_vnumA,sla_tnumA
9:22:10,31.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,215.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:11,51.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,215.907000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:12,71.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,215.907000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:13,91.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,216.021000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:14,111.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,216.249000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:15,131.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,216.249000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:16,151.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,216.363000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:17,171.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,216.591000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:18,191.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,216.591000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
9:22:19,211.000000,0.000000,3.000000,0.000000,1.200000,381.200000,381.400000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00C0C000000000,0000000000000000,0000000300000000,000000000000000,0.000000,216.704000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0.000000,0.000000
