Time,Life,SOC,slave_num,sum_volt,extsum_volt,current,avg_current,max_volt,max_volt_no,min_volt,min_volt_no,max_t,max_temp_no,min_t,min_temp_no,Bat_ErrCode,BatSYS_ErrCode,HD_ErrCode,Other_ErrCode,Total_in_AH,Total_out_AH,LifeA,sum_voltA,sum_currA,max_voltA,max_volt_noA,min_voltA,min_volt_noA,max_tA,max_temp_noA,min_tA,min_temp_noA,diff_VA,diff_TA,ErrorFlagA,BalanceA,sla_vnumA,sla_tnumA,voltA1,voltA2,voltA3,voltA4,voltA5,voltA6,voltA7,voltA8,voltA9,voltA10,voltA11,voltA12,voltA13,voltA14,voltA15,voltA16,voltA17,voltA18,voltA19,voltA20,voltA21,voltA22,voltA23,voltA24,voltA25,voltA26,voltA27,voltA28,voltA29,voltA30,voltA31,voltA32,voltA33,voltA34,voltA35,voltA36,temperA1,temperA2,temperA3,temperA4,temperA5,temperA6,temperA7,temperA8,temperA9,temperA10,LifeB,sum_voltB,sum_currB,max_voltB,max_volt_noB,min_voltB,min_volt_noB,max_tB,max_temp_noB,min_tB,min_temp_noB,diff_VB,diff_TB,ErrorFlagB,BalanceB,sla_vnumB,sla_tnumB,voltB1,voltB2,voltB3,voltB4,voltB5,voltB6,voltB7,voltB8,voltB9,voltB10,voltB11,voltB12,voltB13,voltB14,voltB15,voltB16,voltB17,voltB18,voltB19,voltB20,voltB21,voltB22,voltB23,voltB24,voltB25,voltB26,voltB27,voltB28,voltB29,voltB30,voltB31,voltB32,voltB33,voltB34,voltB35,voltB36,temperB1,temperB2,temperB3,temperB4,temperB5,temperB6,temperB7,temperB8,temperB9,temperB10
9:06:42,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,52.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,59.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0200000000000000,0,36.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,59.000000,52.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,59.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0200000000000000,0,36.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,59.000000
