Time,Life,SOC,slave_num,sum_volt,extsum_volt,current,avg_current,max_volt,max_volt_no,min_volt,min_volt_no,max_t,max_temp_no,min_t,min_temp_no,Bat_ErrCode,BatSYS_ErrCode,HD_ErrCode,Other_ErrCode,Total_in_AH,Total_out_AH,CC,CC2,AI1,AI2,BMS_Volt,CP,DI1,DI2,DI3,DI4,DO1,DO2,Rly_HEAT,Rly_FAN,Rly_POS,Rly_NEG,Rly_PRE,Rly_CHG,LifeA,max_voltA,max_volt_noA,min_voltA,min_volt_noA,max_tA,max_temp_noA,min_tA,min_temp_noA,diff_VA,diff_TA,ErrorFlagA,sla_vnumA,sla_tnumA,temperA1,temperA2,temperA3,temperA4,temperA5,temperA6,temperA7,temperA8,temperA9,temperA10
11:47:06,154.000000,56.700000,3.000000,0.000000,0.500000,-0.400000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.608000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,216.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:07,174.000000,56.700000,3.000000,0.000000,0.500000,0.000000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.609000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,216.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:08,194.000000,56.700000,3.000000,0.000000,0.500000,-0.400000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.609000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,227.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:09,214.000000,56.700000,3.000000,0.000000,0.500000,0.000000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.609000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,244.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:10,234.000000,56.700000,3.000000,0.000000,0.500000,-0.400000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.609000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,7.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:11,254.000000,56.700000,3.000000,0.000000,0.500000,-0.400000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.609000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,24.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:12,18.000000,56.700000,3.000000,0.000000,0.500000,-0.400000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.609000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,24.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:13,38.000000,56.700000,3.000000,0.000000,0.500000,0.000000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.609000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,24.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:14,58.000000,56.700000,3.000000,0.000000,0.500000,0.000000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.610000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,24.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11:47:15,78.000000,56.700000,3.000000,0.000000,0.500000,0.000000,-0.500000,65.535000,0.000000,65.535000,0.000000,215.000000,0.000000,215.000000,0.000000,3C00000000000000,0000000000000000,0080020300000000,000000000000000,0.610000,0.000000,11.800000,11.800000,0.000000,0.000000,11.900000,0.000000,L,L,L,L,L,L,L,L,L,L,L,L,41.000000,3.500000,10.000000,3.200000,5.000000,35.000000,8.000000,15.000000,10.000000,0.300000,0.000000,0000000000000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
