Total_len,Start_Time,SumV,Current,SOC,SOH,Total_in_ah,Total_out_ah,relay_status,BatECode,SysECode,BatSysECode,rsv1,rsv2,rsv3,rsv4,max_v,min_v,maxv_no,minv_no,max_t,min_t,maxt_no,mint_no,max_r,min_r,maxr_no,minr_no,R+,R-,Event_Type,SoftVersion,bat_manufacturer,bat_type,bat_serialnumber,bmu_count,bmu1_v1,bmu1_v2,bmu1_v3,bmu1_v4,bmu1_v5,bmu1_v6,bmu1_v7,bmu1_v8,bmu1_v9,bmu1_v10,bmu1_v11,bmu1_v12,bmu1_v13,bmu1_v14,bmu1_v15,bmu1_v16,bmu1_v17,bmu1_v18,bmu1_v19,bmu1_v20,bmu1_v21,bmu1_v22,bmu1_v23,bmu1_v24,bmu1_v25,bmu1_v26,bmu1_v27,bmu1_v28,bmu1_v29,bmu1_v30,bmu1_v31,bmu1_v32,bmu1_v33,bmu1_v34,bmu1_v35,bmu1_v36,bmu1_t1,bmu1_t2,bmu1_t3,bmu1_t4,bmu1_t5,bmu1_t6,bmu1_t7,bmu1_t8,CRC
183,15-4-28-15-21-15,0,-0.5,81.6,100,1.136,0.929,0x0,0x0C00000000000000,0x0082020000000000,0x00003000000000000000000000000000,0,0,0,0,3.241,3.063,9,19,26,22,6,1,0,0,0,0,0,0,HIS RECORD,0x0000,1,1,1,1,3.24,3.237,3.225,3.222,3.214,3.193,3.198,3.196,3.241,3.238,3.226,3.223,3.213,3.216,3.195,3.199,3.198,3.198,3.063,3.117,3.243,3.24,3.228,3.223,3.214,3.217,3.196,3.199,3.199,3.198,3.064,3.118,0,0,0,0,22,22,22,25,25,26,22,25,7357
