No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-09-23 09:46:19,5,0,0.7,-0.9,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.1,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.541,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
2,2015-09-23 09:46:19,5,0,0.7,-0.9,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.1,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.541,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
3,2015-09-23 09:46:20,25,0,0.7,-0.9,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.1,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.541,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
4,2015-09-23 09:46:21,45,0,0.7,-0.9,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.2,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.542,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
5,2015-09-23 09:46:22,65,0,0.7,-1,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.1,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.542,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
6,2015-09-23 09:46:23,85,0,0.7,-1,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.1,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.542,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
7,2015-09-23 09:46:24,105,0,0.7,-0.9,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.1,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.543,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
8,2015-09-23 09:46:25,125,0,0.7,-1.2,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.1,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.543,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
9,2015-09-23 09:46:26,145,0,0.7,-1,12.6,100,0,0,0,0,0,-40,0,-40,0,0,-1.1,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,67,0.543,0,0,0,0000000300000000,CC000C0000000000,0000300000000000,000000000000000,3
