No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-10-27 16:23:10,7,62.3,62.6,-71.9,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.569,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
2,2015-10-27 16:23:10,7,62.4,62.6,-73.4,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.569,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
3,2015-10-27 16:23:11,7,62.3,62.6,-75.5,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.7,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.614,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
4,2015-10-27 16:23:12,7,62.3,62.6,-73,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.7,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.614,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2015-10-27 16:23:14,7,62.3,62.6,-71.1,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.681,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
7,2015-10-27 16:23:15,7,62.3,62.6,-73.2,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.9,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.681,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.23,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247
8,2015-10-27 16:23:16,7,62.3,62.6,-75.9,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.7,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.703,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.23,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247
9,2015-10-27 16:23:17,7,62.3,62.6,-71.5,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.748,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
10,2015-10-27 16:23:18,7,62.3,62.6,-67.6,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.748,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
11,2015-10-27 16:23:19,7,62.3,62.6,-74.6,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.2,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.77,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
12,2015-10-27 16:23:20,7,62.3,62.6,-69.1,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.2,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.814,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
13,2015-10-27 16:23:21,7,62.3,62.6,-69.4,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.1,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.814,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
14,2015-10-27 16:23:22,7,62.3,62.6,-70.7,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.836,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
15,2015-10-27 16:23:23,7,62.3,62.6,-72.8,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.1,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.881,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
16,2015-10-27 16:23:24,7,62.3,62.6,-74.9,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.1,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,15.881,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
