No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum,S0T1,S0T2,S0T3,S0T4,S0T5,S0T6,S0T7,S0T8
1,2000-00-0 48:00:00,122,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,788529.2,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
2,2000-00-0 48:00:00,122,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,788529.2,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
3,2000-00-0 48:00:00,142,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,788529.2,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
4,2000-00-0 48:00:00,162,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,788529.2,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
5,2000-00-0 48:00:00,182,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,805306.417,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
6,2000-00-0 48:00:00,202,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,805306.417,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
7,2000-00-0 48:00:00,222,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,805306.417,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
8,2000-00-0 48:00:00,242,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,788529.2,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
9,2000-00-0 48:00:00,6,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,788529.2,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
10,2000-00-0 48:00:00,26,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,788529.2,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
11,2000-00-0 48:00:00,46,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,805306.417,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
12,2000-00-0 48:00:00,66,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,805306.417,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
13,2000-00-0 48:00:00,86,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,788529.2,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
14,2000-00-0 48:00:00,106,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,805306.417,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
15,2000-00-0 48:00:00,126,0,0,-3000,0,0,10.28,3,0,3715,10.28,-40,0,-40,0,0,-2974.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,0,1409286.208,805306.417,0,1552,,0000000000000300,0000000000000000,2A8202080000000,0,,,,,,,,
