No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,AI1,AI2,DO1,DO2,DI1,DI2,DI3,DI4,LiquidSensrState,SriousFaultIntrfe,HVILState,MntncSwtchState,SmkeAlarmState,BatLockState,PrssSensrState,HumdSensrState,MnulMntncSwtch,CllsnState,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-10-28 14:33:24,7,62.3,62.6,-75.1,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,35.433,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
2,2015-10-28 14:33:24,7,62.3,62.6,-75.1,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,35.433,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
3,2015-10-28 14:34:28,7,62.3,62.6,-75.5,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,36.857,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
4,2015-10-28 14:34:29,7,62.3,62.6,-72.2,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.9,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,36.902,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
5,2015-10-28 14:34:30,7,62.3,62.6,-72.1,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.7,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,36.902,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
6,2015-10-28 14:34:31,7,62.3,62.6,-73.4,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,36.924,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
7,2015-10-28 14:34:32,7,62.3,62.6,-73.2,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,36.969,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
8,2015-10-28 14:34:33,7,62.3,62.6,-70.2,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.3,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,36.969,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
9,2015-10-28 14:34:34,7,62.3,62.6,-72.7,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.2,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,36.991,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
10,2015-10-28 14:34:35,7,62.3,62.6,-72.6,100,99.9,3.247,53,3.2,1,0.047,193,12,11,11,182,-74.2,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,0.999,37.035,0,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,3BF0333000000000,0000000000000000,000000000000000,10
