No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum,S2V1,S2V2,S2V3,S2V4,S2V5,S2V6,S2V7,S2V8,S2V9,S2V10,S2V11,S2V12,S2V13,S2V14,S2V15,S2V16,S2V17,S2V18,S2V19,S2V20,S2V21,S2V22,S2V23,S2V24,S2V25,S2V26,S2V27,S2V28,S2V29,S2V30,S2T1,S2T2,S2T3,S2T4,S2T5,S2T6
46,2015-10-27 11:12:02,7,0,1.2,1.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
47,2015-10-27 11:12:03,7,0,1.2,-0.7,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
48,2015-10-27 11:12:04,7,0,1.2,-1,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
49,2015-10-27 11:12:05,7,0,1.2,0.7,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
50,2015-10-27 11:12:06,7,0,1.2,-1.1,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
51,2015-10-27 11:12:07,7,0,1.2,2.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
52,2015-10-27 11:12:08,7,0,1.2,1.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
53,2015-10-27 11:12:09,7,0,1.2,1.4,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.5,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
54,2015-10-27 11:12:10,7,0,1.2,1.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.5,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
55,2015-10-27 11:12:11,7,0,1.2,-0.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.045,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
56,2015-10-27 11:12:12,7,0,1.2,1.1,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.5,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.046,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
57,2015-10-27 11:12:13,7,0,1.2,-0.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.5,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.046,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
58,2015-10-27 11:12:14,7,0,1.2,-5.1,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.5,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.046,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
59,2015-10-27 11:12:15,7,0,1.2,-1.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.046,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
60,2015-10-27 11:12:16,7,0,1.2,1.4,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.047,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
61,2015-10-27 11:12:17,7,0,1.2,-5.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.047,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2015-10-27 11:12:18,7,0,1.2,0.7,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.047,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
63,2015-10-27 11:12:19,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.047,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
64,2015-10-27 11:12:19,7,0,1.2,2.4,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.047,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
65,2015-10-27 11:12:21,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.048,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
66,2015-10-27 11:12:22,7,0,1.2,-4.1,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.048,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
67,2015-10-27 11:12:23,7,0,1.2,0.7,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.048,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
68,2015-10-27 11:12:24,7,0,1.2,0.7,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.048,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
69,2015-10-27 11:12:25,7,0,1.2,1.7,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
70,2015-10-27 11:12:26,7,0,1.2,1.7,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.4,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
71,2015-10-27 11:12:27,7,0,1.2,1.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
72,2015-10-27 11:12:28,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
73,2015-10-27 11:12:29,7,0,1.2,1.8,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000300000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,20,21,22,23,24,25
74,2015-10-27 11:12:30,7,0,1.2,-1.3,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
75,2015-10-27 11:12:31,7,0,1.2,-2.2,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,3C00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
76,2015-10-27 11:12:32,7,0,1.2,-1.4,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.216,3.217,3.218,3.219,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
77,2015-10-27 11:12:33,7,0,1.2,-0.6,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.228,3.229,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
78,2015-10-27 11:12:33,7,0,1.2,-0.6,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00000000000000,0000000000000000,000000000000000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2015-10-27 11:12:33,7,0,1.2,1.6,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00000000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
80,2015-10-27 11:12:36,7,0,1.2,-0.7,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00080000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
81,2015-10-27 11:12:37,7,0,1.2,-5.4,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00080000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
82,2015-10-27 11:12:38,7,0,1.2,1.2,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00080000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.224,3.225,3.226,3.227,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
83,2015-10-27 11:12:39,7,0,1.2,0.9,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00080000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.212,3.213,3.214,3.215,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
84,2015-10-27 11:12:40,7,0,1.2,-1.4,90,99.7,0,0,0,0,0,-40,0,-40,0,0,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.049,0,0,0,0000000000000000,CC00080000000000,0000000000000000,000000000000000,1,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.202,3.203,3.2,3.201,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247,20,21,22,23,24,25,26,27
