No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-10-23 16:46:26,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.042,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
2,2015-10-23 16:46:26,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.042,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
3,2015-10-23 16:46:27,7,0,1.2,-0.6,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.042,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
4,2015-10-23 16:46:28,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
5,2015-10-23 16:46:29,7,0,1.2,-1.5,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
6,2015-10-23 16:46:29,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
7,2015-10-23 16:46:29,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
8,2015-10-23 16:46:29,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
9,2015-10-23 16:46:29,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
10,2015-10-23 16:46:29,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
11,2015-10-23 16:46:29,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
12,2015-10-23 16:46:29,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
13,2015-10-23 16:46:29,7,0,1.2,0,90,99.7,65.535,0,65.535,0,0,215,0,215,0,0,-0.7,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,89.73,0.043,0,0,0,0080020300000000,3C00000000000000,0000000000000000,000000000000000,1
