No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-07-02 15:24:11,160,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,170.661,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
2,2015-07-02 15:24:11,160,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,170.661,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
3,2015-07-02 15:24:12,180,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,170.745,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
4,2015-07-02 15:24:13,200,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,170.83,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
5,2015-07-02 15:24:14,220,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,170.915,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
6,2015-07-02 15:24:15,240,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,170.999,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
7,2015-07-02 15:24:16,4,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.084,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
8,2015-07-02 15:24:17,24,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.169,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
9,2015-07-02 15:24:18,44,228.6,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.253,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
10,2015-07-02 15:24:19,64,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.338,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
11,2015-07-02 15:24:20,84,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.423,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
12,2015-07-02 15:24:21,104,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.507,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
13,2015-07-02 15:24:22,124,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.592,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
14,2015-07-02 15:24:23,144,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.677,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
15,2015-07-02 15:24:24,164,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.761,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
16,2015-07-02 15:24:25,184,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.846,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
17,2015-07-02 15:24:26,204,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,171.931,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
18,2015-07-02 15:24:27,224,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.015,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
19,2015-07-02 15:24:28,244,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.1,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
20,2015-07-02 15:24:29,8,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.185,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
21,2015-07-02 15:24:30,28,228.6,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.269,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
22,2015-07-02 15:24:31,48,228.6,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.354,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
23,2015-07-02 15:24:32,68,228.6,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.439,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
24,2015-07-02 15:24:33,88,228.6,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.523,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
25,2015-07-02 15:24:34,108,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.608,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
26,2015-07-02 15:24:35,128,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.693,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
27,2015-07-02 15:24:36,148,228.6,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.777,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
28,2015-07-02 15:24:37,168,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.862,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
29,2015-07-02 15:24:38,188,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,172.946,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
30,2015-07-02 15:24:39,208,228.6,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.031,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
31,2015-07-02 15:24:40,228,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.116,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
32,2015-07-02 15:24:41,248,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.2,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
33,2015-07-02 15:24:42,12,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.285,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
34,2015-07-02 15:24:43,32,228.5,230.3,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.37,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
35,2015-07-02 15:24:44,52,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.454,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
36,2015-07-02 15:24:45,72,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.539,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
37,2015-07-02 15:24:46,92,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.624,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
38,2015-07-02 15:24:47,112,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.708,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
39,2015-07-02 15:24:48,132,228.5,230.2,313.3,0,90,0,0,0,0,0,-40,0,-40,0,0,313.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,0,173.793,0,0,008A020300000000,CC00CC0000000001,0000300000000000,000000000000000,4
