No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-10-27 15:43:45,7,62.4,62.6,-263.3,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,34.321,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
2,2015-10-27 15:43:46,7,62.3,62.6,-264.3,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,34.453,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
3,2015-10-27 15:43:46,7,62.3,62.6,-264,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,34.453,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
4,2015-10-27 15:43:47,7,62.4,62.6,-264.2,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,34.584,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
5,2015-10-27 15:43:48,7,62.4,62.6,-262.1,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,34.716,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
6,2015-10-27 15:43:49,7,62.4,62.6,-264.1,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,34.847,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
7,2015-10-27 15:43:50,7,62.3,62.6,-262.4,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.7,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,34.979,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2015-10-27 15:43:52,7,62.3,62.6,-264.1,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,35.242,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
10,2015-10-27 15:43:53,7,62.4,62.6,-262.8,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,35.505,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
11,2015-10-27 15:43:54,7,62.3,62.6,-263.5,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,35.505,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
12,2015-10-27 15:43:55,7,62.3,62.6,-263.7,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,35.636,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
13,2015-10-27 15:43:56,7,62.3,62.6,-263.1,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,35.768,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
14,2015-10-27 15:43:57,7,62.3,62.6,-261.8,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,35.899,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
15,2015-10-27 15:43:58,7,62.3,62.6,-262.8,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,On,On,Off,Open,Close,0,0,158.4,36.031,0,0,0,0A80020000000000,0CF0330300000000,0000000000000000,000000000000000,3
