No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-07-02 15:32:23,136,228.6,230.2,-11.5,3.4,100,0,0,0,0,0,-40,0,-40,0,0,-11.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,3.116,2.867,0,0,0082020300000000,CC001C0100000000,0000300000000000,000000000000000,4
2,2015-07-02 15:32:23,136,228.6,230.2,-11.5,3.4,100,0,0,0,0,0,-40,0,-40,0,0,-11.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,3.116,2.867,0,0,0082020300000000,CC001C0100000000,0000300000000000,000000000000000,4
3,2015-07-02 15:32:24,156,228.6,230.2,-11.5,3.5,100,0,0,0,0,0,-40,0,-40,0,0,-11.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,3.145,2.867,0,0,0082020300000000,CC001C0100000000,0000300000000000,000000000000000,4
4,2015-07-02 15:32:25,176,228.6,230.2,-11.5,3.5,100,0,0,0,0,0,-40,0,-40,0,0,-11.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,3.174,2.867,0,0,0082020300000000,CC001C0100000000,0000300000000000,000000000000000,4
5,2015-07-02 15:32:26,196,228.6,230.2,-11.5,3.5,100,0,0,0,0,0,-40,0,-40,0,0,-11.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,3.203,2.867,0,0,0082020300000000,CC001C0100000000,0000300000000000,000000000000000,4
6,2015-07-02 15:32:27,216,228.5,230.2,-11.5,3.6,100,0,0,0,0,0,-40,0,-40,0,0,-11.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,3.231,2.867,0,0,0082020300000000,CC001C0100000000,0000300000000000,000000000000000,4
7,2015-07-02 15:32:28,236,228.5,230.2,-11.5,3.6,100,0,0,0,0,0,-40,0,-40,0,0,-11.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,90,3.26,2.867,0,0,0082020300000000,CC001C0100000000,0000300000000000,000000000000000,4
