No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-10-27 16:18:50,7,62.3,62.6,-70.7,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.807,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
2,2015-10-27 16:18:50,7,62.3,62.6,-76.2,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.807,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
3,2015-10-27 16:18:51,7,62.3,62.6,-75.2,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.807,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
4,2015-10-27 16:18:52,7,62.4,62.6,-71,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.829,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
5,2015-10-27 16:18:53,7,62.3,62.6,-73.8,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.2,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.874,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
6,2015-10-27 16:18:54,7,62.4,62.6,-72.1,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.1,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.874,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
7,2015-10-27 16:18:55,7,62.4,62.6,-73.7,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.1,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.896,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
8,2015-10-27 16:18:56,7,62.4,62.6,-76.5,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.2,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.94,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2015-10-27 16:18:58,7,62.3,62.6,-75.7,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,9.962,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.23,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.2,3.201,3.202,3.203,3.204,3.205,3.206,3.207,3.208,3.209,3.21,3.211,3.212,3.213,3.214,3.215,3.216,3.217,3.218,3.219,3.22,3.221,3.222,3.223,3.224,3.225,3.226,3.227,3.228,3.229,3.23,3.231,3.232,3.233,3.234,3.235,3.236,3.237,3.238,3.239,3.24,3.241,3.242,3.243,3.244,3.245,3.246,3.247
11,2015-10-27 16:18:59,7,62.3,62.6,-78.2,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.007,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
12,2015-10-27 16:19:00,7,62.4,62.6,-73.2,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.007,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
13,2015-10-27 16:19:01,7,62.3,62.6,-73.6,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.029,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
14,2015-10-27 16:19:02,7,62.4,62.6,-74.7,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.029,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
15,2015-10-27 16:19:03,7,62.4,62.6,-75.3,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.3,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.074,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
16,2015-10-27 16:19:04,7,62.3,62.6,-76.1,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.096,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
17,2015-10-27 16:19:05,7,62.3,62.6,-74.7,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.141,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
18,2015-10-27 16:19:06,7,62.3,62.6,-72.6,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.2,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.141,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
19,2015-10-27 16:19:07,7,62.3,62.6,-73.8,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.2,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.163,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
20,2015-10-27 16:19:08,7,62.4,62.6,-75,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.207,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
21,2015-10-27 16:19:09,7,62.4,62.6,-76.6,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.5,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.207,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
22,2015-10-27 16:19:10,7,62.3,62.6,-75.7,100,100,3.247,108,3.2,1,0.047,27,1,20,20,7,-74.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,40,0,158.4,10.229,0,0,0,0A00000000000000,0C00000000000000,0000000000000000,000000000000000,3
