No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,AI1,AI2,DO1,DO2,DI1,DI2,DI3,DI4,LiquidSensrState,SriousFaultIntrfe,HVILState,MntncSwtchState,SmkeAlarmState,BatLockState,PrssSensrState,HumdSensrState,MnulMntncSwtch,CllsnState,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-10-28 14:04:19,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,673.337,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
2,2015-10-28 14:04:19,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,673.337,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
3,2015-10-28 14:04:20,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,673.451,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
4,2015-10-28 14:04:21,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,673.564,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
5,2015-10-28 14:04:22,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,673.678,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
6,2015-10-28 14:04:23,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,673.792,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
7,2015-10-28 14:04:24,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,673.906,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
8,2015-10-28 14:04:25,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,674.02,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
9,2015-10-28 14:04:26,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,674.134,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
10,2015-10-28 14:04:27,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,674.248,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
11,2015-10-28 14:04:28,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,674.362,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
12,2015-10-28 14:04:29,7,0,1.7,381.2,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,674.475,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
13,2015-10-28 14:04:30,7,62.2,62.5,-66.9,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,381.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,674.589,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
14,2015-10-28 14:04:31,7,62.2,62.5,-79.9,0,4,3.247,53,0,33,3.247,193,1,-40,15,233,370,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,674.703,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
15,2015-10-28 14:04:32,7,62.2,62.5,-81.8,1.5,4,3.247,53,0,33,3.247,193,1,-40,15,233,-102,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.114,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FCFFCFC000000002,0000000000000000,000000000000000,10
16,2015-10-28 14:04:33,7,62.2,62.5,-72.7,2.7,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.145,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FC000000002,0000000000000000,000000000000000,10
17,2015-10-28 14:04:34,7,62.2,62.5,-78.5,3.8,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.168,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FB000000002,0000000000000000,000000000000000,10
18,2015-10-28 14:04:35,7,62.2,62.5,-75.5,5,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.3,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.191,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FB000000002,0000000000000000,000000000000000,10
19,2015-10-28 14:04:36,7,62.2,62.5,-74.9,6.1,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.3,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.214,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FB000000002,0000000000000000,000000000000000,10
20,2015-10-28 14:04:37,7,62.2,62.5,-72.2,7.3,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.3,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.237,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FB000000002,0000000000000000,000000000000000,10
21,2015-10-28 14:04:38,7,62.2,62.5,-77.1,8.4,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.4,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.26,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FB000000002,0000000000000000,000000000000000,10
22,2015-10-28 14:04:39,7,62.2,62.5,-74.3,9.6,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.6,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.283,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FB000000002,0000000000000000,000000000000000,10
23,2015-10-28 14:04:40,7,62.2,62.5,-73.9,10.8,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.8,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.307,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FB000000002,0000000000000000,000000000000000,10
24,2015-10-28 14:04:41,7,62.2,62.5,-74.2,11.9,4,3.247,53,0,33,3.247,193,1,-40,15,233,-77.9,Normal,Off,Off,Off,On,Off,Off,Close,Close,0,0,1,0.33,674.814,0,0,0,0,0,0,1,1,1,1,Normal,Close,Normal,Normal,Normal,Normal,Rsv,Normal,Normal,Normal,0A00000300000000,FBFF3FB000000002,0000000000000000,000000000000000,10
