No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum
1,2015-10-27 15:30:14,7,62.3,62.6,-263.1,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,178.575,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
2,2015-10-27 15:30:14,7,62.3,62.6,-263.1,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,178.575,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
3,2015-10-27 15:30:15,7,62.3,62.6,-262.8,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,178.707,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
4,2015-10-27 15:30:16,7,62.3,62.6,-263.9,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,178.838,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
5,2015-10-27 15:30:17,7,62.3,62.6,-263,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,178.97,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
6,2015-10-27 15:30:18,7,62.3,62.6,-263.4,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,179.102,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
7,2015-10-27 15:30:19,7,62.3,62.6,-264.8,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.8,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,179.233,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
8,2015-10-27 15:30:20,7,62.3,62.6,-262.6,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,179.365,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
9,2015-10-27 15:30:21,7,62.3,62.6,-263.1,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,179.496,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
10,2015-10-27 15:30:22,7,62.3,62.6,-263.9,100,100,3.247,108,3.2,1,0.047,193,21,11,22,182,-263.9,Normal,Off,Off,Off,Off,Off,Off,Open,Close,0,0,158.4,179.628,0,0,0,0A80020000000000,0CF0030300000000,0000000000000000,000000000000000,3
