Time,Life,SOC,slave_num,sum_volt,extsum_volt,current,avg_current,max_volt,max_volt_no,min_volt,min_volt_no,max_t,max_temp_no,min_t,min_temp_no,Bat_ErrCode,BatSYS_ErrCode,HD_ErrCode,Other_ErrCode,Total_in_AH,Total_out_AH,CC,CC2,AI1,AI2,BMS_Volt,CP,DI1,DI2,DI3,DI4,DO1,DO2,Rly_HEAT,Rly_FAN,Rly_POS,Rly_NEG,Rly_PRE,Rly_CHG,LifeA,max_voltA,max_volt_noA,min_voltA,min_volt_noA,max_tA,max_temp_noA,min_tA,min_temp_noA,diff_VA,diff_TA,ErrorFlagA,sla_vnumA,sla_tnumA,voltA1,voltA2,voltA3,voltA4,voltA5,voltA6,voltA7,voltA8,voltA9,voltA10,voltA11,voltA12,voltA13,voltA14,voltA15,voltA16,voltA17,voltA18,voltA19,voltA20,voltA21,voltA22,voltA23,voltA24,voltA25,voltA26,voltA27,voltA28,voltA29,voltA30,voltA31,voltA32,voltA33,voltA34,voltA35,voltA36,voltA37,voltA38,voltA39,voltA40,temperA1,temperA2,temperA3,temperA4,temperA5,temperA6
13:39:46,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,238.000000,5.277000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.277000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.564000,3.570000,3.555000,3.435000,3.573000,2.857000,3.609000,3.463000,3.559000,3.544000,3.564000,3.568000,3.553000,3.433000,3.573000,2.859000,3.609000,3.463000,3.559000,3.546000,3.564000,3.570000,5.259000,0.036000,5.278000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,20.000000,20.000000,20.000000
13:39:47,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,243.000000,5.277000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.277000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.564000,3.570000,3.553000,3.435000,3.573000,2.857000,3.607000,3.463000,3.559000,3.544000,3.564000,3.568000,3.553000,3.433000,3.573000,2.859000,3.609000,3.465000,3.559000,3.546000,3.564000,3.570000,5.259000,0.036000,5.278000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,20.000000
13:39:48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,248.000000,5.278000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.278000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.564000,3.570000,3.553000,3.435000,3.573000,2.857000,3.607000,3.463000,3.559000,3.544000,3.564000,3.568000,3.553000,3.433000,3.573000,2.859000,3.609000,3.465000,3.559000,3.546000,3.564000,3.568000,5.257000,0.036000,5.277000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,20.000000,20.000000,20.000000
13:39:49,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,253.000000,5.278000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.278000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.564000,3.570000,3.553000,3.435000,3.573000,2.857000,3.609000,3.463000,3.559000,3.546000,3.564000,3.568000,3.552000,3.433000,3.573000,2.859000,3.609000,3.463000,3.559000,3.546000,3.564000,3.568000,5.257000,0.036000,5.277000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,20.000000
13:39:50,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,2.000000,5.277000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.277000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.564000,3.570000,3.553000,3.435000,3.573000,2.857000,3.609000,3.463000,3.559000,3.546000,3.564000,3.568000,3.552000,3.433000,3.573000,2.859000,3.609000,3.463000,3.559000,3.546000,3.564000,3.570000,5.257000,0.036000,5.278000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,20.000000
13:39:51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,7.000000,5.277000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.277000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.564000,3.570000,3.553000,3.435000,3.573000,2.857000,3.607000,3.463000,3.559000,3.544000,3.564000,3.568000,3.552000,3.433000,3.573000,2.859000,3.609000,3.463000,3.559000,3.546000,3.564000,3.570000,5.257000,0.036000,5.278000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,20.000000,20.000000,20.000000
13:39:52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,12.000000,5.278000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.278000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.564000,3.570000,3.553000,3.435000,3.573000,2.857000,3.607000,3.463000,3.559000,3.544000,3.564000,3.568000,3.552000,3.433000,3.573000,2.859000,3.609000,3.463000,3.559000,3.546000,3.564000,3.570000,5.257000,0.036000,5.277000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,20.000000,20.000000,20.000000
13:39:53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,17.000000,5.278000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.278000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.565000,3.570000,3.553000,3.435000,3.573000,2.857000,3.607000,3.463000,3.559000,3.546000,3.564000,3.568000,3.553000,3.433000,3.573000,2.859000,3.609000,3.465000,3.559000,3.546000,3.564000,3.570000,5.257000,0.036000,5.277000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,20.000000,20.000000,20.000000
13:39:54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,22.000000,5.277000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.277000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.565000,3.570000,3.553000,3.435000,3.573000,2.857000,3.607000,3.463000,3.559000,3.546000,3.564000,3.568000,3.553000,3.433000,3.573000,2.859000,3.609000,3.465000,3.559000,3.546000,3.564000,3.570000,5.257000,0.036000,5.277000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,20.000000
13:39:55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,27.000000,5.278000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.278000,0.000000,0200000000000000,40.000000,6.000000,2.859000,3.609000,3.465000,3.561000,3.546000,3.564000,3.570000,3.553000,3.435000,3.573000,2.857000,3.607000,3.463000,3.559000,3.544000,3.564000,3.568000,3.552000,3.433000,3.573000,2.859000,3.609000,3.465000,3.559000,3.546000,3.564000,3.570000,5.257000,0.036000,5.277000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,20.000000
