Time,Life,SOC,slave_num,sum_volt,extsum_volt,current,avg_current,max_volt,max_volt_no,min_volt,min_volt_no,max_t,max_temp_no,min_t,min_temp_no,Bat_ErrCode,BatSYS_ErrCode,HD_ErrCode,Other_ErrCode,Total_in_AH,Total_out_AH,CC,CC2,AI1,AI2,BMS_Volt,CP,DI1,DI2,DI3,DI4,DO1,DO2,Rly_HEAT,Rly_FAN,Rly_POS,Rly_NEG,Rly_PRE,Rly_CHG,LifeA,max_voltA,max_volt_noA,min_voltA,min_volt_noA,max_tA,max_temp_noA,min_tA,min_temp_noA,diff_VA,diff_TA,ErrorFlagA,sla_vnumA,sla_tnumA,voltA1,voltA2,voltA3,voltA4,voltA5,voltA6,voltA7,voltA8,voltA9,voltA10,voltA11,voltA12,voltA13,voltA14,voltA15,voltA16,voltA17,voltA18,voltA19,voltA20,voltA21,voltA22,voltA23,voltA24,voltA25,voltA26,voltA27,voltA28,voltA29,voltA30,voltA31,voltA32,voltA33,voltA34,voltA35,voltA36,voltA37,voltA38,voltA39,voltA40,temperA1,temperA2,temperA3,temperA4,temperA5,temperA6
13:54:50,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,151.000000,5.283000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.283000,0.000000,0200000000000000,40.000000,6.000000,1.131000,3.585000,3.400000,3.535000,3.523000,3.541000,3.547000,3.529000,3.346000,3.553000,1.162000,3.586000,3.400000,3.535000,3.522000,3.541000,3.547000,3.529000,3.343000,3.550000,1.132000,3.586000,3.400000,3.537000,3.523000,3.541000,3.547000,5.265000,0.034000,5.281000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,21.000000,21.000000
13:54:51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,156.000000,5.281000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.281000,0.000000,0200000000000000,40.000000,6.000000,1.131000,3.585000,3.400000,3.535000,3.523000,3.541000,3.547000,3.529000,3.342000,3.552000,1.131000,3.585000,3.399000,3.535000,3.523000,3.540000,3.547000,3.529000,3.343000,3.550000,1.131000,3.586000,3.400000,3.537000,3.523000,3.541000,3.547000,5.266000,0.034000,5.281000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,21.000000,21.000000
13:54:52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,161.000000,5.281000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.281000,0.000000,0200000000000000,40.000000,6.000000,1.129000,3.585000,3.399000,3.535000,3.523000,3.541000,3.549000,3.531000,3.342000,3.552000,1.131000,3.585000,3.399000,3.535000,3.523000,3.540000,3.547000,3.529000,3.343000,3.550000,1.131000,3.586000,3.400000,3.537000,3.523000,3.541000,3.547000,5.266000,0.034000,5.281000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,21.000000,21.000000
13:54:53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,166.000000,5.280000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.280000,0.000000,0200000000000000,40.000000,6.000000,1.129000,3.585000,3.399000,3.535000,3.523000,3.541000,3.549000,3.531000,3.342000,3.552000,1.129000,3.583000,3.399000,3.535000,3.523000,3.540000,3.547000,3.529000,3.343000,3.550000,1.129000,3.585000,3.400000,3.537000,3.523000,3.541000,3.547000,5.266000,0.034000,5.281000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,21.000000,21.000000
13:54:54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,171.000000,5.281000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.281000,0.000000,0200000000000000,40.000000,6.000000,1.126000,3.585000,3.399000,3.535000,3.523000,3.541000,3.547000,3.531000,3.342000,3.552000,1.129000,3.583000,3.399000,3.535000,3.523000,3.540000,3.547000,3.529000,3.343000,3.550000,1.129000,3.585000,3.400000,3.537000,3.523000,3.541000,3.547000,5.266000,0.034000,5.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,21.000000,21.000000
13:54:55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,176.000000,5.280000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.280000,0.000000,0200000000000000,40.000000,6.000000,1.126000,3.585000,3.399000,3.535000,3.523000,3.541000,3.547000,3.531000,3.342000,3.552000,1.128000,3.585000,3.399000,3.535000,3.523000,3.540000,3.547000,3.529000,3.342000,3.550000,1.128000,3.585000,3.400000,3.537000,3.523000,3.541000,3.547000,5.265000,0.034000,5.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,21.000000,21.000000
13:54:56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,181.000000,5.281000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.281000,0.000000,0200000000000000,40.000000,6.000000,1.125000,3.585000,3.399000,3.535000,3.523000,3.541000,3.547000,3.531000,3.342000,3.552000,1.128000,3.585000,3.399000,3.535000,3.523000,3.540000,3.547000,3.529000,3.342000,3.550000,1.128000,3.585000,3.400000,3.537000,3.523000,3.541000,3.547000,5.265000,0.034000,5.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:54:57,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,186.000000,5.281000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.281000,0.000000,0200000000000000,40.000000,6.000000,1.125000,3.585000,3.399000,3.535000,3.523000,3.541000,3.547000,3.531000,3.340000,3.552000,1.126000,3.585000,3.399000,3.535000,3.522000,3.540000,3.546000,3.529000,3.342000,3.550000,1.126000,3.585000,3.399000,3.537000,3.523000,3.541000,3.547000,5.266000,0.034000,5.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,21.000000,21.000000
13:54:58,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,191.000000,5.281000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.281000,0.000000,0200000000000000,40.000000,6.000000,1.123000,3.585000,3.399000,3.537000,3.523000,3.540000,3.547000,3.529000,3.340000,3.552000,1.126000,3.585000,3.399000,3.535000,3.522000,3.540000,3.546000,3.529000,3.342000,3.550000,1.126000,3.585000,3.399000,3.537000,3.523000,3.541000,3.547000,5.266000,0.034000,5.281000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:54:59,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,196.000000,5.281000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.281000,0.000000,0200000000000000,40.000000,6.000000,1.123000,3.585000,3.399000,3.537000,3.523000,3.540000,3.547000,3.529000,3.340000,3.552000,1.125000,3.585000,3.399000,3.535000,3.522000,3.540000,3.547000,3.529000,3.342000,3.550000,1.125000,3.585000,3.399000,3.537000,3.523000,3.541000,3.547000,5.263000,0.034000,5.281000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
