Time,Life,SOC,slave_num,sum_volt,extsum_volt,current,avg_current,max_volt,max_volt_no,min_volt,min_volt_no,max_t,max_temp_no,min_t,min_temp_no,Bat_ErrCode,BatSYS_ErrCode,HD_ErrCode,Other_ErrCode,Total_in_AH,Total_out_AH,CC,CC2,AI1,AI2,BMS_Volt,CP,DI1,DI2,DI3,DI4,DO1,DO2,Rly_HEAT,Rly_FAN,Rly_POS,Rly_NEG,Rly_PRE,Rly_CHG,LifeA,max_voltA,max_volt_noA,min_voltA,min_volt_noA,max_tA,max_temp_noA,min_tA,min_temp_noA,diff_VA,diff_TA,ErrorFlagA,sla_vnumA,sla_tnumA,voltA1,voltA2,voltA3,voltA4,voltA5,voltA6,voltA7,voltA8,voltA9,voltA10,voltA11,voltA12,voltA13,voltA14,voltA15,voltA16,voltA17,voltA18,voltA19,voltA20,voltA21,voltA22,voltA23,voltA24,voltA25,voltA26,voltA27,voltA28,voltA29,voltA30,voltA31,voltA32,voltA33,voltA34,voltA35,voltA36,voltA37,voltA38,voltA39,voltA40,temperA1,temperA2,temperA3,temperA4,temperA5,temperA6
13:49:32,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,98.000000,5.314000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.314000,0.000000,0200000000000000,40.000000,6.000000,2.196000,3.594000,3.436000,3.547000,3.534000,3.552000,3.558000,3.540000,3.388000,3.561000,2.182000,3.594000,3.444000,3.553000,3.538000,3.558000,3.564000,3.547000,3.394000,3.568000,2.430000,3.604000,3.444000,3.555000,3.541000,3.559000,3.565000,5.229000,0.034000,5.316000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:49:33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,103.000000,5.314000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.314000,0.000000,0200000000000000,40.000000,6.000000,2.196000,3.594000,3.436000,3.547000,3.534000,3.552000,3.558000,3.540000,3.388000,3.561000,2.182000,3.594000,3.435000,3.546000,3.532000,3.550000,3.556000,3.540000,3.390000,3.559000,2.161000,3.595000,3.435000,3.547000,3.534000,3.552000,3.558000,5.301000,0.034000,5.314000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:49:34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,108.000000,5.314000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.314000,0.000000,0200000000000000,40.000000,6.000000,2.127000,3.594000,3.435000,3.547000,3.534000,3.550000,3.558000,3.540000,3.388000,3.561000,2.116000,3.594000,3.435000,3.546000,3.532000,3.550000,3.556000,3.540000,3.390000,3.559000,2.161000,3.595000,3.435000,3.547000,3.534000,3.552000,3.558000,5.301000,0.034000,5.314000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:49:35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,113.000000,5.313000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.313000,0.000000,0200000000000000,40.000000,6.000000,2.127000,3.594000,3.435000,3.547000,3.534000,3.550000,3.558000,3.540000,3.388000,3.561000,2.116000,3.594000,3.433000,3.546000,3.532000,3.550000,3.556000,3.538000,3.388000,3.559000,2.100000,3.595000,3.435000,3.547000,3.534000,3.552000,3.556000,5.299000,0.034000,5.314000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:49:36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,118.000000,5.313000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.313000,0.000000,0200000000000000,40.000000,6.000000,2.071000,3.594000,3.433000,3.546000,3.532000,3.550000,3.556000,3.540000,3.387000,3.559000,2.062000,3.594000,3.433000,3.546000,3.532000,3.550000,3.556000,3.538000,3.388000,3.559000,2.100000,3.595000,3.435000,3.547000,3.534000,3.552000,3.556000,5.299000,0.034000,5.314000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:49:37,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,123.000000,5.313000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.313000,0.000000,0200000000000000,40.000000,6.000000,2.071000,3.594000,3.433000,3.546000,3.532000,3.550000,3.556000,3.540000,3.387000,3.559000,2.062000,3.594000,3.433000,3.546000,3.532000,3.550000,3.555000,3.538000,3.388000,3.559000,2.049000,3.595000,3.433000,3.547000,3.532000,3.550000,3.556000,5.299000,0.034000,5.313000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:49:38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,128.000000,5.313000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.313000,0.000000,0200000000000000,40.000000,6.000000,2.023000,3.592000,3.433000,3.546000,3.532000,3.550000,3.556000,3.538000,3.387000,3.559000,2.014000,3.594000,3.433000,3.546000,3.532000,3.550000,3.555000,3.538000,3.388000,3.559000,2.049000,3.595000,3.433000,3.547000,3.532000,3.550000,3.556000,5.299000,0.034000,5.313000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:49:39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,133.000000,5.311000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.311000,0.000000,0200000000000000,40.000000,6.000000,2.023000,3.592000,3.433000,3.546000,3.532000,3.550000,3.556000,3.538000,3.387000,3.559000,2.014000,3.594000,3.432000,3.546000,3.531000,3.549000,3.555000,3.538000,3.388000,3.558000,2.002000,3.595000,3.433000,3.546000,3.532000,3.550000,3.556000,5.299000,0.034000,5.313000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:49:40,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,138.000000,5.313000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.313000,0.000000,0200000000000000,40.000000,6.000000,1.981000,3.592000,3.433000,3.546000,3.532000,3.550000,3.556000,3.538000,3.387000,3.559000,1.974000,3.594000,3.432000,3.546000,3.531000,3.549000,3.555000,3.538000,3.388000,3.558000,2.002000,3.595000,3.433000,3.546000,3.532000,3.550000,3.556000,5.299000,0.034000,5.313000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
13:50:03,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,H,H,H,H,L,L,L,L,L,L,L,L,253.000000,5.308000,30.000000,0.000000,31.000000,21.000000,2.000000,20.000000,30.000000,5.308000,0.000000,0200000000000000,40.000000,6.000000,1.716000,3.591000,3.429000,3.543000,3.531000,3.547000,3.555000,3.537000,3.382000,3.556000,1.714000,3.591000,3.429000,3.543000,3.529000,3.547000,3.553000,3.535000,3.384000,3.556000,1.710000,3.592000,3.429000,3.544000,3.531000,3.549000,3.553000,5.293000,0.034000,5.308000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,21.000000,20.000000,21.000000,20.000000,21.000000
